0,408801,-204435,-204366,0.00223939,17.3519,-17.3541
1.00E-05,408796,-203098,-205698,-0.0772531,17.3915,-17.3142
2.00E-05,408788,-201759,-207028,-0.152528,17.4287,-17.2762
3.00E-05,408774,-200418,-208356,-0.227814,17.4658,-17.2379
4.00E-05,408753,-199073,-209680,-0.30311,17.5025,-17.1994
5.00E-05,408728,-197726,-211002,-0.378413,17.5391,-17.1607
6.00E-05,408695,-196375,-212320,-0.453696,17.5754,-17.1217
7.00E-05,408658,-195022,-213636,-0.528952,17.6114,-17.0824
8.00E-05,408614,-193666,-214948,-0.604204,17.6472,-17.043
9.00E-05,408565,-192308,-216258,-0.679461,17.6827,-17.0032
0.0001,408510,-190946,-217564,-0.75472,17.718,-16.9633
0.00011,408448,-189581,-218866,-0.829852,17.753,-16.9231
0.00012,408380,-188214,-220166,-0.904782,17.7876,-16.8828
0.00013,408308,-186845,-221463,-0.979644,17.8219,-16.8423
0.00014,408230,-185473,-222757,-1.05453,17.8561,-16.8015
0.00015,408146,-184099,-224048,-1.12945,17.89,-16.7605
0.00016,408056,-182721,-225335,-1.2044,17.9236,-16.7192
0.00017,407961,-181341,-226619,-1.27934,17.957,-16.6777
0.00018,407860,-179959,-227901,-1.35429,17.9902,-16.6359
0.00019,407753,-178574,-229179,-1.42927,18.0232,-16.5939
0.0002,407640,-177187,-230453,-1.50426,18.0559,-16.5516
0.00021,407521,-175796,-231724,-1.57921,18.0883,-16.5091
0.00022,407395,-174403,-232992,-1.65403,18.1204,-16.4664
0.00023,407265,-173008,-234256,-1.72876,18.1523,-16.4235
0.00024,407129,-171611,-235518,-1.80351,18.1839,-16.3804
0.00025,406988,-170211,-236776,-1.87833,18.2153,-16.337
0.00026,406841,-168809,-238031,-1.95321,18.2465,-16.2933
0.00027,406688,-167405,-239283,-2.02812,18.2774,-16.2493
0.00028,406529,-165998,-240531,-2.10306,18.3082,-16.2051
0.00029,406364,-164588,-241776,-2.17804,18.3387,-16.1606
0.0003,406194,-163177,-243017,-2.25305,18.3689,-16.1159
0.00031,406017,-161763,-244254,-2.32805,18.399,-16.0709
0.00032,405834,-160346,-245488,-2.40298,18.4287,-16.0257
0.00033,405646,-158927,-246719,-2.47782,18.4581,-15.9803
0.00034,405452,-157506,-247946,-2.55265,18.4874,-15.9347
