0,429926,-215036,-214889,0.0105897,36.5084,-36.519
1.00E-05,429920,-213630,-216291,-0.152504,36.5897,-36.4372
2.00E-05,429912,-212222,-217690,-0.311151,36.6682,-36.3571
3.00E-05,429897,-210811,-219086,-0.469808,36.7463,-36.2765
4.00E-05,429876,-209397,-220479,-0.628472,36.8238,-36.1954
5.00E-05,429849,-207980,-221869,-0.787142,36.9009,-36.1137
6.00E-05,429816,-206560,-223256,-0.945812,36.9774,-36.0315
7.00E-05,429776,-205137,-224639,-1.10448,37.0533,-35.9489
8.00E-05,429731,-203711,-226020,-1.26315,37.1288,-35.8657
9.00E-05,429679,-202283,-227397,-1.4218,37.2038,-35.7819
0.0001,429622,-200851,-228771,-1.58045,37.2782,-35.6977
0.00011,429558,-199417,-230141,-1.73907,37.3521,-35.613
0.00012,429487,-197979,-231508,-1.89762,37.4254,-35.5278
0.00013,429411,-196539,-232872,-2.05613,37.4982,-35.4421
0.00014,429329,-195096,-234233,-2.21463,37.5705,-35.3559
0.00015,429241,-193651,-235591,-2.3731,37.6422,-35.2691
0.00016,429147,-192202,-236945,-2.53156,37.7134,-35.1819
0.00017,429047,-190751,-238296,-2.68999,37.7841,-35.0941
0.00018,428940,-189297,-239643,-2.84839,37.8543,-35.0059
0.00019,428828,-187841,-240987,-3.00677,37.9239,-34.9172
0.0002,428709,-186382,-242327,-3.16511,37.993,-34.8279
0.00021,428583,-184919,-243664,-3.32335,38.0615,-34.7382
0.00022,428451,-183454,-244997,-3.48137,38.1294,-34.6481
0.00023,428313,-181986,-246327,-3.63919,38.1967,-34.5575
0.00024,428170,-180517,-247653,-3.79694,38.2635,-34.4665
0.00025,428022,-179045,-248977,-3.9547,38.3297,-34.375
0.00026,427867,-177570,-250296,-4.11245,38.3954,-34.2829
0.00027,427706,-176093,-251613,-4.27019,38.4606,-34.1904
0.00028,427539,-174614,-252925,-4.42792,38.5252,-34.0973
0.00029,427366,-173131,-254234,-4.58562,38.5894,-34.0037
0.0003,427186,-171647,-255539,-4.7433,38.653,-33.9097
0.00031,427001,-170160,-256841,-4.90094,38.7161,-33.8151
0.00032,426809,-168670,-258139,-5.05852,38.7786,-33.7201
0.00033,426611,-167178,-259433,-5.21602,38.8406,-33.6245
0.00034,426408,-165684,-260724,-5.37347,38.902,-33.5285
0.00035,426198,-164187,-262011,-5.53087,38.9629,-33.432
0.00036,425982,-162688,-263294,-5.68823,39.0233,-33.335
0.00037,425761,-161187,-264574,-5.84553,39.0831,-33.2376
0.00038,425533,-159683,-265850,-6.00279,39.1424,-33.1396
0.00039,425299,-158177,-267122,-6.15998,39.2011,-33.0411
0.0004,425059,-156669,-268390,-6.31711,39.2593,-32.9422
0.00041,424813,-155159,-269654,-6.47416,39.317,-32.8428
0.00042,424560,-153646,-270914,-6.63106,39.374,-32.743
0.00043,424300,-152130,-272170,-6.78776,39.4305,-32.6427
0.00044,424036,-150613,-273423,-6.94428,39.4863,-32.542
0.00045,423766,-149094,-274672,-7.10071,39.5416,-32.4409
0.00046,423490,-147574,-275917,-7.25711,39.5964,-32.3393
0.00047,423209,-146050,-277158,-7.4135,39.6506,-32.2371
0.00048,422921,-144525,-278396,-7.56986,39.7043,-32.1345
0.00049,422627,-142998,-279629,-7.72617,39.7575,-32.0313
0.0005,422327,-141469,-280858,-7.88244,39.8102,-31.9277
0.00051,422021,-139937,-282084,-8.03864,39.8623,-31.8236
0.00052,421709,-138404,-283305,-8.19475,39.9138,-31.7191
0.00053,421390,-136869,-284522,-8.35077,39.9648,-31.6141
